0	http://dbpedia.org/resource/A._Scott_Sloan
1	http://dbpedia.org/resource/Category:Members_of_the_Wisconsin_State_Assembly
2	http://dbpedia.org/resource/Massacre_on_34th_Street
3	http://dbpedia.org/resource/Category:2000_in_professional_wrestling
4	http://dbpedia.org/resource/Tchonoro
5	http://dbpedia.org/resource/Coordinated_Universal_Time
6	http://dbpedia.org/resource/Amphisbaena_ridleyi
7	http://dbpedia.org/ontology/Species
8	http://dbpedia.org/resource/Stara_Bučka
9	http://www.w3.org/2002/07/owl#Thing
10	http://dbpedia.org/resource/3WAY_FM
11	http://dbpedia.org/ontology/RadioStation
12	http://dbpedia.org/resource/Fleckistock
13	http://dbpedia.org/class/yago/PhysicalEntity100001930
14	http://schema.org/Person
15	http://dbpedia.org/resource/Raid_on_Griessie
16	http://dbpedia.org/resource/Category:Naval_battles_of_the_Napoleonic_Wars
17	http://dbpedia.org/resource/Amphisbaena_(genus)
18	http://dbpedia.org/resource/Pseudanos_trimaculatus
19	http://dbpedia.org/resource/Anostomidae
20	http://dbpedia.org/resource/2013_Slovak_Cup_Final
21	http://dbpedia.org/ontology/FootballMatch
22	http://dbpedia.org/resource/Battle_on_the_Elster
23	http://dbpedia.org/resource/Zeitz
24	http://dbpedia.org/resource/Hey_Boy_(Teddybears_song)
25	http://schema.org/CreativeWork
26	http://dbpedia.org/resource/Politiken
27	http://dbpedia.org/class/yago/Product104007894
28	http://dbpedia.org/resource/Jalalia,_Khyber_Pakhtunkhwa
29	http://dbpedia.org/class/yago/Tract108673395
30	http://dbpedia.org/resource/Ayrovo
31	http://dbpedia.org/resource/Eastern_European_Summer_Time
32	http://dbpedia.org/resource/Kaalpurush
33	http://dbpedia.org/resource/Bengali_language
34	http://dbpedia.org/resource/Pe_Maung_Tin
35	http://dbpedia.org/resource/Bamar_people
36	http://dbpedia.org/resource/Kuleh_Bayan
37	http://dbpedia.org/resource/Kurdestan_Province
38	http://dbpedia.org/resource/Bryotropha_plantariella
39	http://dbpedia.org/resource/Animal
40	http://dbpedia.org/resource/Stemonoporus_laevifolius
41	http://dbpedia.org/resource/Malvales
42	http://dbpedia.org/resource/Ludwigsburg_University
43	http://dbpedia.org/class/yago/UniversitiesAndCollegesInBaden-W%C3%BCrttemberg
44	http://dbpedia.org/resource/Chitita
45	http://dbpedia.org/class/yago/GeographicalArea108574314
46	http://dbpedia.org/resource/It's_Still_Rock_and_Roll_to_Me
47	http://www.wikidata.org/entity/Q134556
48	http://dbpedia.org/resource/Rebel_Love_Song
49	http://dbpedia.org/resource/Category:2011_singles
50	http://dbpedia.org/resource/1960_Glover_Trophy
51	http://dbpedia.org/resource/Category:20th_century_in_West_Sussex
52	http://dbpedia.org/resource/Touch_of_Death_(1961_film)
53	http://dbpedia.org/resource/Category:1961_films
54	http://dbpedia.org/resource/Insein_Township
