('http://data.linkedmdb.org/resource/film/14299', 'http://dbpedia.org/property/hasPhotoCollection', 'http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Briana_Loves_Jenna') 0.020919227281632927
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/filmid', 14299) 0.020919227281632927
('http://data.linkedmdb.org/resource/film/14299', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://data.linkedmdb.org/resource/movie/film') 0.020919227281632927
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/language', 'http://www.lingvoj.org/lingvo/en') 0.020919227281632927
('http://data.linkedmdb.org/resource/film/14299', 'http://xmlns.com/foaf/0.1/page', 'http://www.freebase.com/view/guid/9202a8c04000641f80000000055827c2') 0.020919227281632927
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/director', 'http://data.linkedmdb.org/resource/director/2930') 0.019027136449733775
('http://data.linkedmdb.org/resource/film/14299', 'http://purl.org/dc/terms/title', 'Briana Loves Jenna') 0.019027136449733775
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/initial_release_date', '2001,2001-11-27') 0.019027136449733775
('http://data.linkedmdb.org/resource/film/14299', 'http://www.w3.org/2000/01/rdf-schema#label', 'Briana Loves Jenna') 0.019027136449733775
('http://data.linkedmdb.org/resource/film/14299', 'http://purl.org/dc/terms/date', '2001,2001-11-27') 0.019027136449733775
('http://data.linkedmdb.org/resource/director/2930', 'http://xmlns.com/foaf/0.1/made', 'http://data.linkedmdb.org/resource/film/14299') 0.019027136449733775
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/producer', 'http://data.linkedmdb.org/resource/producer/5952') 0.01902713644973377
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/producer', 'http://data.linkedmdb.org/resource/producer/9896') 0.01902713644973377
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/actor', 'http://data.linkedmdb.org/resource/actor/30040') 0.018081091033784198
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/actor', 'http://data.linkedmdb.org/resource/actor/39031') 0.018081091033784198
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/actor', 'http://data.linkedmdb.org/resource/actor/31497') 0.018081091033784198
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/actor', 'http://data.linkedmdb.org/resource/actor/32619') 0.018081091033784198
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/performance', 'http://data.linkedmdb.org/resource/performance/70953') 0.018081091033784198
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/performance', 'http://data.linkedmdb.org/resource/performance/72536') 0.018081091033784198
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/performance', 'http://data.linkedmdb.org/resource/performance/55464') 0.018081091033784198
('http://data.linkedmdb.org/resource/film/14299', 'http://data.linkedmdb.org/resource/movie/performance', 'http://data.linkedmdb.org/resource/performance/72396') 0.018081091033784198
('http://data.linkedmdb.org/resource/interlink/43285', 'http://data.linkedmdb.org/resource/oddlinker/link_source', 'http://data.linkedmdb.org/resource/film/14299') 0.01789188195059428
('http://data.linkedmdb.org/resource/interlink/24752', 'http://data.linkedmdb.org/resource/oddlinker/link_source', 'http://data.linkedmdb.org/resource/film/14299') 0.01789188195059428
('http://data.linkedmdb.org/resource/interlink/6219', 'http://data.linkedmdb.org/resource/oddlinker/link_source', 'http://data.linkedmdb.org/resource/film/14299') 0.01789188195059428
('http://data.linkedmdb.org/resource/interlink/145197', 'http://data.linkedmdb.org/resource/oddlinker/link_source', 'http://data.linkedmdb.org/resource/film/14299') 0.01789188195059428
('http://data.linkedmdb.org/resource/interlink/74894', 'http://data.linkedmdb.org/resource/oddlinker/link_source', 'http://data.linkedmdb.org/resource/film/14299') 0.01789188195059428
