('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://dbpedia.org/ontology/isPartOfMilitaryConflict', 'http://dbpedia.org/resource/War_of_the_Austrian_Succession') 0.016525104353669308
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://dbpedia.org/ontology/result', 'French victory') 0.016525104353669308
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://dbpedia.org/ontology/date', datetime.date(1746, 8, 12)) 0.016525104353669308
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://www.w3.org/2000/01/rdf-schema#label', 'Battle of Rottofreddo') 0.014968507207944237
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://xmlns.com/foaf/0.1/name', 'Battle of Rottofreddo') 0.014968507207944237
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://dbpedia.org/ontology/commander', 'http://dbpedia.org/resource/Jean-Baptiste_Francois_des_Marets,_marquis_de_Maillebois') 0.014968507207944235
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://dbpedia.org/ontology/commander', 'http://dbpedia.org/resource/Antoniotto_Botta_Adorno') 0.014968507207944235
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://dbpedia.org/ontology/place', 'http://dbpedia.org/resource/Province_of_Piacenza') 0.014449641492702546
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://dbpedia.org/ontology/place', 'http://dbpedia.org/resource/Italy') 0.014449641492702546
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://dbpedia.org/ontology/place', 'http://dbpedia.org/resource/Rottofreno') 0.014449641492702546
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:1746_in_Austria') 0.013930775777460857
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Battles_involving_France') 0.013930775777460857
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:1746_in_Italy') 0.013930775777460857
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:1746_in_France') 0.013930775777460857
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Conflicts_in_1746') 0.013930775777460857
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Battles_involving_Austria') 0.013930775777460857
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.wikidata.org/entity/Q1656682') 0.013575762393348118
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Event') 0.013575762393348118
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/class/yago/Event100029378') 0.013575762393348118
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/MilitaryConflict') 0.013575762393348118
('http://dbpedia.org/resource/Battle_of_Rottofreddo', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/class/yago/ConflictsIn1746') 0.013575762393348118
