('http://dbpedia.org/resource/Ludwigsburg_University', 'http://xmlns.com/foaf/0.1/homepage', 'http://www.ph-ludwigsburg.de/') 0.018567002757177903
('http://dbpedia.org/resource/Rainer_Arnold', 'http://dbpedia.org/ontology/almaMater', 'http://dbpedia.org/resource/Ludwigsburg_University') 0.018567002757177903
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://www.w3.org/2000/01/rdf-schema#label', 'Ludwigsburg University') 0.018567002757177903
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://xmlns.com/foaf/0.1/name', 'Pädagogische Hochschule Ludwigsburg (Ludwigsburg University of Education)') 0.018567002757177903
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://dbpedia.org/ontology/city', 'http://dbpedia.org/resource/Ludwigsburg') 0.018567002757177903
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://dbpedia.org/ontology/country', 'http://dbpedia.org/resource/Germany') 0.018567002757177903
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Ludwigsburg') 0.016834080936710606
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Universities_and_colleges_in_Baden-Württemberg') 0.016834080936710606
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.wikidata.org/entity/Q43229') 0.015251847970196988
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/Organization') 0.015251847970196988
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/CollegeOrUniversity') 0.015251847970196988
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent') 0.015251847970196988
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/class/yago/YagoLegalActor') 0.015251847970196988
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Agent') 0.015251847970196988
('http://dbpedia.org/resource/Ludwigsburg_University', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/EducationalOrganization') 0.015251847970196988
