('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/slogan', 'Great Ocean Radio') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://xmlns.com/foaf/0.1/homepage', 'http://3wayfm.org.au') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/programmeFormat', 'http://dbpedia.org/resource/Community_radio') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/2000/01/rdf-schema#label', '3WAY FM') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/broadcastArea', 'http://dbpedia.org/resource/Warrnambool') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/broadcastArea', 'http://dbpedia.org/resource/Victoria_(Australia)') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://xmlns.com/foaf/0.1/name', '3WAY FM') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/callsignMeaning', '3 - Victoria') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/callsignMeaning', 'Warrnambool And You') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Community_radio_stations_in_Australia') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Radio_stations_in_Victoria') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Radio_stations_established_in_1990') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/RadioStation') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.wikidata.org/entity/Q15265344') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Broadcaster') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/RadioStation') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Agent') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/Organization') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.w3.org/2002/07/owl#Thing') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Organisation') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.wikidata.org/entity/Q43229') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/slogan', 'Great Ocean Radio') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://xmlns.com/foaf/0.1/homepage', 'http://3wayfm.org.au') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/programmeFormat', 'http://dbpedia.org/resource/Community_radio') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/2000/01/rdf-schema#label', '3WAY FM') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/broadcastArea', 'http://dbpedia.org/resource/Warrnambool') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/broadcastArea', 'http://dbpedia.org/resource/Victoria_(Australia)') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://xmlns.com/foaf/0.1/name', '3WAY FM') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/callsignMeaning', '3 - Victoria') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/callsignMeaning', 'Warrnambool And You') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Community_radio_stations_in_Australia') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Radio_stations_in_Victoria') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Radio_stations_established_in_1990') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/RadioStation') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.wikidata.org/entity/Q15265344') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Broadcaster') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/RadioStation') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Agent') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/Organization') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.w3.org/2002/07/owl#Thing') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Organisation') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.wikidata.org/entity/Q43229') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#SocialPerson') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/slogan', 'Great Ocean Radio') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://xmlns.com/foaf/0.1/homepage', 'http://3wayfm.org.au') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/programmeFormat', 'http://dbpedia.org/resource/Community_radio') 0.024408622180083304
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/2000/01/rdf-schema#label', '3WAY FM') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/broadcastArea', 'http://dbpedia.org/resource/Warrnambool') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/broadcastArea', 'http://dbpedia.org/resource/Victoria_(Australia)') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://xmlns.com/foaf/0.1/name', '3WAY FM') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/callsignMeaning', '3 - Victoria') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://dbpedia.org/ontology/callsignMeaning', 'Warrnambool And You') 0.02217202148813881
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Community_radio_stations_in_Australia') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Radio_stations_in_Victoria') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Radio_stations_established_in_1990') 0.021426487924157307
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/RadioStation') 0.020342075467456946
('http://dbpedia.org/resource/3WAY_FM', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent') 0.020342075467456946
