('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://dbpedia.org/ontology/city', 'http://dbpedia.org/resource/Bangkok') 0.025621833576688607
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://dbpedia.org/ontology/location', 'http://dbpedia.org/resource/National_Stadium_(Thailand)') 0.025621833576688607
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://dbpedia.org/ontology/date', datetime.date(2011, 1, 30)) 0.025621833576688607
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/2000/01/rdf-schema#label', '2011 Kor Royal Cup') 0.02325681212046909
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://xmlns.com/foaf/0.1/name', '2011 Kor Royal Cup') 0.02325681212046909
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Kor_Royal_Cup_seasons') 0.02325681212046909
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:2011_in_Thai_football_cups') 0.02325681212046909
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://dbpedia.org/ontology/team', 'http://dbpedia.org/resource/Chonburi_F.C.') 0.02325681212046909
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://dbpedia.org/ontology/team', 'http://dbpedia.org/resource/Muangthong_United_F.C.') 0.02325681212046909
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://schema.org/Event') 0.021417350987853905
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/SportsEvent') 0.021417350987853905
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Event') 0.021417350987853905
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/SocietalEvent') 0.021417350987853905
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event') 0.021417350987853905
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.w3.org/2002/07/owl#Thing') 0.021417350987853905
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/FootballMatch') 0.021417350987853905
('http://dbpedia.org/resource/2011_Kor_Royal_Cup', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.wikidata.org/entity/Q1656682') 0.021417350987853905
