('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://dbpedia.org/ontology/timeZone', 'http://dbpedia.org/resource/UTC+07:00') 0.017037508695212998
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://dbpedia.org/ontology/type', 'http://dbpedia.org/resource/Commune-level_subdivisions_(Vietnam)') 0.017037508695212998
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://dbpedia.org/ontology/country', 'http://dbpedia.org/resource/Vietnam') 0.017037508695212998
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://dbpedia.org/ontology/utcOffset', '+7') 0.017037508695212998
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://dbpedia.org/ontology/isPartOf', 'http://dbpedia.org/resource/Bạc_Liêu_Province') 0.015439619743873024
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://dbpedia.org/ontology/isPartOf', 'http://dbpedia.org/resource/Giá_Rai_District') 0.015439619743873024
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://xmlns.com/foaf/0.1/name', 'Phong Thạnh Tây') 0.015439619743873024
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://www.w3.org/2000/01/rdf-schema#label', 'Phong Thạnh Tây') 0.015439619743873024
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Communes_of_Bac_Lieu_Province') 0.015439619743873024
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://purl.org/dc/terms/subject', 'http://dbpedia.org/resource/Category:Populated_places_in_Bac_Lieu_Province') 0.015439619743873024
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/ontology/Village') 0.013974888205144715
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity') 0.013974888205144715
('http://dbpedia.org/resource/Phong_Thạnh_Tây', 'http://www.w3.org/1999/02/22-rdf-syntax-ns#type', 'http://www.wikidata.org/entity/Q486972') 0.013974888205144715
